attendance,assignment_score,internal_marks,Extracurricular Activities,final_marks
73,13,17.0,No,30.0
83,14,19.0,Yes,56.0
62,20,30.0,No,46.0
89,19,29.0,Yes,57.0
94,13,22.0,Yes,46.0
73,16,21.0,No,61.0
71,15,23.0,Yes,52.0
87,16,21.0,Yes,32.0
88,13,21.0,Yes,41.0
76,20,29.0,No,39.0
99,20,28.0,No,23.0
80,14,20.0,No,55.0
82,13,17.0,No,50.0
79,18,27.0,No,60.0
70,11,18.0,No,30.0
93,18,29.0,No,34.0
69,15,21.0,No,36.0
69,11,19.0,Yes,61.0
65,15,22.0,No,60.0
95,13,22.0,Yes,33.0
83,15,22.0,Yes,50.0
71,15,22.0,No,52.0
82,11,18.0,Yes,45.0
86,14,22.0,Yes,66.0
96,17,24.0,No,21.0
65,17,28.0,Yes,26.0
60,14,19.0,No,47.0
65,16,25.0,Yes,34.0
81,16,25.0,Yes,55.0
100,15,25.0,No,30.0
83,16,26.0,Yes,52.0
84,12,18.0,Yes,46.0
74,15,23.0,No,64.0
85,10,15.0,No,37.0
67,15,26.0,Yes,62.0
83,19,30.0,Yes,53.0
97,14,23.0,No,36.0
65,19,28.0,Yes,36.0
94,14,19.0,No,57.0
60,12,16.0,No,47.0
95,17,28.0,No,44.0
71,16,23.0,Yes,63.0
97,20,30.0,Yes,53.0
70,12,17.0,Yes,37.0
71,16,25.0,No,40.0
98,16,25.0,Yes,50.0
66,18,27.0,No,48.0
70,17,23.0,Yes,53.0
95,14,21.0,No,54.0
90,12,18.0,No,61.0
92,16,23.0,Yes,41.0
72,16,28.0,No,69.0
77,17,22.0,Yes,55.0
100,14,18.0,Yes,48.0
83,16,26.0,Yes,44.0
68,10,15.0,Yes,49.0
90,12,16.0,Yes,27.0
100,18,27.0,No,44.0
69,16,26.0,Yes,58.0
61,16,21.0,No,41.0
97,13,21.0,Yes,26.0
74,13,20.0,No,32.0
62,14,21.0,No,42.0
90,16,24.0,Yes,48.0
65,17,26.0,No,37.0
62,14,22.0,Yes,31.0
70,10,13.0,Yes,38.0
74,16,26.0,Yes,64.0
87,16,26.0,No,70.0
69,16,26.0,No,50.0
97,18,24.0,No,48.0
66,17,28.0,No,56.0
74,19,28.0,Yes,31.0
77,15,24.0,Yes,39.0
77,14,17.0,No,24.0
100,18,26.0,No,50.0
83,18,29.0,Yes,45.0
61,14,22.0,No,37.0
99,18,25.0,Yes,64.0
79,15,24.0,No,57.0
93,19,27.0,No,45.0
85,20,29.0,No,37.0
66,20,28.0,Yes,48.0
97,15,23.0,Yes,46.0
89,19,30.0,No,40.0
64,18,29.0,No,35.0
70,18,25.0,No,47.0
60,16,24.0,No,47.0
93,18,24.0,No,34.0
60,11,19.0,No,25.0
78,15,23.0,No,42.0
61,13,21.0,No,31.0
80,13,20.0,Yes,37.0
79,11,15.0,Yes,39.0
82,13,18.0,Yes,50.0
80,14,22.0,Yes,39.0
83,16,27.0,No,48.0
63,15,22.0,Yes,36.0
71,18,29.0,Yes,48.0
81,12,20.0,No,42.0
79,9,13.0,Yes,48.0
77,17,28.0,Yes,58.0
60,15,25.0,Yes,43.0
89,15,18.0,Yes,43.0
92,13,21.0,Yes,49.0
83,18,30.0,No,50.0
73,14,19.0,No,21.0
95,12,15.0,No,34.0
64,20,30.0,Yes,47.0
70,17,29.0,Yes,61.0
83,15,20.0,Yes,30.0
72,14,20.0,Yes,47.0
75,15,21.0,Yes,35.0
83,19,25.0,Yes,50.0
72,10,14.0,Yes,52.0
83,20,30.0,No,49.0
85,16,28.0,No,47.0
61,11,18.0,Yes,35.0
75,18,29.0,No,42.0
97,14,19.0,No,58.0
60,10,15.0,No,49.0
70,14,21.0,Yes,22.0
94,16,25.0,No,53.0
88,15,24.0,No,49.0
96,17,27.0,Yes,42.0
76,18,27.0,No,43.0
98,12,17.0,No,39.0
87,15,25.0,No,46.0
88,13,21.0,Yes,45.0
62,11,18.0,Yes,43.0
69,15,22.0,No,48.0
73,16,26.0,Yes,44.0
71,16,21.0,Yes,55.0
89,14,23.0,Yes,53.0
91,12,20.0,No,32.0
91,13,18.0,No,49.0
91,9,12.0,Yes,42.0
85,11,14.0,No,35.0
60,12,19.0,Yes,48.0
61,18,22.0,Yes,49.0
76,18,27.0,No,70.0
89,20,28.0,Yes,23.0
98,16,22.0,Yes,40.0
66,14,17.0,Yes,70.0
86,15,21.0,Yes,37.0
68,14,24.0,No,49.0
81,13,18.0,Yes,47.0
93,16,25.0,No,46.0
60,16,22.0,Yes,39.0
68,15,25.0,No,40.0
79,14,22.0,Yes,48.0
78,17,25.0,Yes,43.0
95,13,20.0,No,48.0
99,14,22.0,No,50.0
63,16,22.0,Yes,55.0
68,18,25.0,Yes,56.0
100,18,29.0,Yes,47.0
81,14,24.0,Yes,34.0
77,11,17.0,Yes,58.0
71,14,22.0,No,48.0
98,15,25.0,No,53.0
68,12,17.0,Yes,50.0
65,14,21.0,No,43.0
78,19,30.0,No,42.0
66,15,27.0,Yes,61.0
75,13,21.0,No,46.0
64,15,23.0,Yes,45.0
75,15,21.0,No,37.0
60,14,21.0,No,43.0
96,17,27.0,No,55.0
98,10,16.0,No,46.0
78,16,23.0,No,59.0
96,13,22.0,Yes,49.0
76,18,30.0,No,47.0
85,11,16.0,Yes,41.0
81,18,28.0,No,46.0
67,13,18.0,No,37.0
92,16,22.0,No,52.0
61,14,22.0,Yes,45.0
89,18,25.0,No,43.0
79,14,22.0,No,43.0
77,13,19.0,Yes,52.0
69,19,30.0,Yes,39.0
83,14,21.0,Yes,56.0
63,17,22.0,No,41.0
96,18,26.0,No,52.0
63,12,18.0,No,41.0
72,16,21.0,No,40.0
84,17,22.0,Yes,60.0
72,10,15.0,Yes,52.0
77,16,26.0,No,46.0
83,14,22.0,Yes,31.0
61,20,30.0,Yes,49.0
92,18,25.0,Yes,55.0
78,16,22.0,No,47.0
68,9,15.0,Yes,45.0
87,16,24.0,No,47.0
94,13,21.0,No,49.0
98,18,29.0,No,39.0
69,15,22.0,Yes,45.0
60,13,20.0,Yes,46.0
80,14,22.0,Yes,55.0
68,14,20.0,Yes,24.0
74,11,15.0,No,55.0
94,11,18.0,No,30.0
64,14,21.0,No,39.0
100,20,28.0,Yes,45.0
81,17,24.0,Yes,52.0
100,17,23.0,Yes,56.0
82,19,28.0,No,38.0
66,16,22.0,No,51.0
82,14,21.0,Yes,37.0
84,14,26.0,No,34.0
86,13,20.0,No,61.0
100,17,28.0,Yes,60.0
65,12,19.0,Yes,42.0
93,20,27.0,No,31.0
68,12,18.0,Yes,34.0
92,19,27.0,No,56.0
65,19,27.0,Yes,49.0
96,17,25.0,No,34.0
90,20,30.0,Yes,47.0
93,14,20.0,Yes,37.0
100,15,24.0,Yes,30.0
88,16,24.0,No,34.0
73,17,26.0,No,56.0
95,10,15.0,Yes,28.0
95,15,25.0,No,44.0
74,18,26.0,No,34.0
67,14,20.0,Yes,57.0
85,20,29.0,Yes,43.0
95,15,24.0,Yes,55.0
80,17,27.0,No,38.0
87,20,29.0,Yes,47.0
63,15,24.0,No,38.0
75,20,28.0,No,31.0
81,17,27.0,No,37.0
71,17,26.0,Yes,41.0
75,12,18.0,Yes,32.0
99,18,28.0,No,53.0
97,13,19.0,No,36.0
96,14,22.0,Yes,55.0
88,19,30.0,Yes,37.0
77,14,23.0,Yes,41.0
69,16,23.0,Yes,37.0
98,15,22.0,Yes,45.0
77,15,25.0,Yes,37.0
60,15,22.0,Yes,36.0
98,12,21.0,Yes,60.0
80,17,27.0,Yes,57.0
60,17,23.0,No,65.0
74,13,21.0,Yes,44.0
63,14,17.0,Yes,26.0
79,18,26.0,No,44.0
69,14,23.0,Yes,37.0
82,15,19.0,Yes,40.0
100,12,22.0,No,45.0
93,15,24.0,Yes,62.0
92,12,16.0,No,46.0
93,13,23.0,No,66.0
98,13,16.0,Yes,38.0
69,18,25.0,No,60.0
79,11,14.0,No,47.0
60,16,20.0,No,24.0
72,14,20.0,No,47.0
60,19,29.0,Yes,52.0
64,17,26.0,No,29.0
75,11,17.0,No,42.0
74,13,20.0,Yes,40.0
87,15,20.0,No,55.0
90,13,18.0,Yes,41.0
82,18,21.0,No,41.0
76,16,26.0,Yes,36.0
93,14,21.0,No,35.0
72,18,27.0,Yes,35.0
73,11,18.0,No,33.0
70,14,23.0,Yes,33.0
87,16,23.0,Yes,60.0
91,15,22.0,Yes,59.0
94,6,12.0,Yes,56.0
90,16,23.0,Yes,46.0
76,17,29.0,No,41.0
68,12,17.0,No,50.0
67,13,20.0,Yes,47.0
80,14,20.0,No,41.0
72,15,20.0,No,51.0
64,9,13.0,Yes,70.0
65,16,23.0,No,37.0
89,18,30.0,Yes,35.0
90,18,29.0,Yes,57.0
76,19,27.0,Yes,55.0
70,11,15.0,No,35.0
79,18,29.0,Yes,48.0
68,12,20.0,No,42.0
61,17,25.0,No,33.0
96,13,19.0,No,33.0
60,16,24.0,No,39.0
63,20,30.0,Yes,47.0
95,18,28.0,Yes,52.0
84,12,20.0,No,41.0
62,12,16.0,Yes,42.0
68,17,25.0,No,51.0
81,19,24.0,Yes,42.0
82,16,24.0,Yes,42.0
71,13,17.0,Yes,57.0
69,15,21.0,Yes,41.0
93,16,26.0,Yes,39.0
69,15,23.0,Yes,39.0
89,12,19.0,No,43.0
81,18,27.0,Yes,58.0
65,20,30.0,Yes,49.0
61,19,27.0,Yes,44.0
89,8,12.0,No,44.0
61,18,27.0,Yes,53.0
91,17,25.0,Yes,44.0
75,13,24.0,Yes,44.0
71,9,11.0,No,48.0
60,15,19.0,Yes,38.0
67,16,24.0,No,65.0
72,12,17.0,No,64.0
74,19,24.0,Yes,46.0
67,19,29.0,Yes,44.0
69,16,24.0,No,36.0
64,11,19.0,No,46.0
78,14,20.0,Yes,35.0
97,17,22.0,Yes,43.0
70,17,24.0,No,52.0
79,13,16.0,No,55.0
79,13,22.0,No,60.0
80,13,22.0,No,50.0
77,14,24.0,Yes,36.0
69,14,22.0,No,60.0
93,13,17.0,Yes,55.0
85,15,22.0,No,41.0
89,15,24.0,No,35.0
68,18,24.0,Yes,47.0
90,10,16.0,Yes,58.0
63,19,30.0,Yes,41.0
65,13,24.0,Yes,47.0
73,20,30.0,No,51.0
63,17,26.0,Yes,31.0
85,17,26.0,Yes,39.0
98,15,24.0,Yes,61.0
76,20,30.0,No,26.0
78,15,18.0,No,57.0
65,20,30.0,Yes,57.0
88,13,14.0,No,49.0
70,17,21.0,No,46.0
75,20,30.0,Yes,29.0
89,12,19.0,No,50.0
84,16,21.0,Yes,41.0
99,13,22.0,Yes,57.0
70,16,27.0,Yes,48.0
66,20,30.0,No,30.0
85,12,18.0,Yes,37.0
81,15,23.0,No,29.0
84,12,18.0,No,32.0
78,15,23.0,No,54.0
90,17,23.0,No,43.0
85,14,20.0,Yes,38.0
100,20,30.0,Yes,45.0
95,16,25.0,No,41.0
82,11,18.0,Yes,47.0
72,16,22.0,No,66.0
84,19,28.0,No,45.0
61,17,25.0,Yes,56.0
61,16,28.0,No,26.0
75,14,21.0,Yes,41.0
68,15,24.0,No,33.0
87,15,24.0,No,47.0
72,8,14.0,No,53.0
94,16,20.0,No,54.0
100,18,27.0,Yes,44.0
72,13,21.0,No,57.0
90,16,24.0,No,48.0
80,16,21.0,Yes,51.0
91,17,23.0,No,40.0
93,15,21.0,No,40.0
67,17,26.0,No,42.0
100,12,18.0,No,58.0
61,12,21.0,No,40.0
97,16,24.0,No,30.0
91,14,21.0,Yes,43.0
99,10,12.0,No,39.0
87,16,24.0,Yes,55.0
96,11,21.0,No,47.0
100,20,30.0,Yes,50.0
60,8,11.0,Yes,56.0
100,15,23.0,Yes,48.0
69,12,20.0,Yes,35.0
63,18,28.0,No,49.0
94,14,23.0,No,57.0
69,18,29.0,No,45.0
70,17,26.0,Yes,46.0
73,12,19.0,Yes,40.0
97,13,18.0,Yes,47.0
71,14,20.0,Yes,50.0
76,15,22.0,Yes,57.0
75,14,18.0,Yes,63.0
94,17,26.0,Yes,50.0
61,16,22.0,No,60.0
70,13,20.0,Yes,48.0
100,12,19.0,No,51.0
62,13,17.0,No,70.0
88,16,25.0,Yes,44.0
77,14,17.0,Yes,34.0
79,20,30.0,Yes,67.0
73,15,24.0,Yes,52.0
93,16,25.0,No,33.0
90,10,16.0,Yes,44.0
99,11,15.0,No,50.0
77,12,17.0,Yes,38.0
89,13,18.0,No,33.0
84,11,19.0,No,53.0
78,12,21.0,No,27.0
67,17,26.0,No,40.0
87,12,16.0,No,40.0
67,15,22.0,Yes,35.0
90,17,27.0,Yes,42.0
62,18,28.0,Yes,43.0
81,16,23.0,Yes,48.0
76,18,24.0,No,53.0
95,16,24.0,No,60.0
76,18,26.0,Yes,44.0
73,9,13.0,No,23.0
68,15,23.0,Yes,53.0
89,15,26.0,No,46.0
80,15,23.0,Yes,53.0
71,15,24.0,No,46.0
96,14,21.0,Yes,51.0
91,17,25.0,Yes,36.0
70,13,22.0,No,33.0
79,14,22.0,No,44.0
94,19,30.0,No,45.0
70,19,30.0,Yes,37.0
67,15,23.0,Yes,37.0
63,13,20.0,No,37.0
86,10,16.0,Yes,57.0
99,15,21.0,Yes,35.0
97,17,24.0,No,50.0
89,13,18.0,Yes,37.0
86,15,22.0,Yes,50.0
80,14,19.0,Yes,59.0
79,10,12.0,No,56.0
63,15,21.0,Yes,42.0
70,16,19.0,No,48.0
72,15,23.0,Yes,41.0
68,20,30.0,Yes,54.0
63,14,22.0,Yes,44.0
71,14,19.0,Yes,59.0
68,20,30.0,Yes,35.0
72,11,15.0,No,37.0
85,13,21.0,Yes,51.0
97,16,20.0,Yes,49.0
72,18,27.0,Yes,63.0
98,18,26.0,Yes,42.0
87,12,20.0,No,39.0
78,20,30.0,Yes,39.0
83,16,26.0,Yes,42.0
78,13,15.0,Yes,49.0
72,13,22.0,Yes,29.0
72,15,21.0,No,33.0
87,20,30.0,No,47.0
61,16,28.0,Yes,49.0
69,20,30.0,Yes,42.0
81,18,25.0,Yes,50.0
72,11,14.0,Yes,30.0
68,19,27.0,Yes,38.0
92,12,19.0,No,37.0
73,13,17.0,No,36.0
79,16,20.0,Yes,53.0
74,15,25.0,Yes,55.0
91,18,26.0,Yes,23.0
92,17,27.0,No,25.0
76,15,24.0,Yes,46.0
83,20,30.0,Yes,39.0
89,14,23.0,No,44.0
72,12,21.0,No,48.0
75,16,26.0,Yes,63.0
61,15,24.0,Yes,44.0
76,16,25.0,Yes,54.0
91,17,25.0,Yes,41.0
67,14,22.0,No,50.0
62,20,30.0,No,52.0
71,16,25.0,Yes,40.0
79,14,22.0,No,38.0
75,17,25.0,Yes,40.0
73,15,25.0,No,54.0
75,15,21.0,Yes,52.0
92,12,19.0,Yes,20.0
89,12,19.0,No,41.0
71,18,25.0,No,49.0
74,11,20.0,No,61.0
77,15,22.0,No,44.0
87,16,22.0,No,49.0
82,19,29.0,Yes,46.0
73,14,19.0,Yes,40.0
89,17,24.0,No,32.0
92,15,21.0,Yes,32.0
74,8,12.0,Yes,53.0
66,15,25.0,Yes,46.0
74,15,23.0,Yes,38.0
97,16,24.0,No,31.0
70,13,19.0,Yes,53.0
88,13,20.0,Yes,35.0
90,19,28.0,Yes,52.0
84,14,21.0,Yes,44.0
83,9,15.0,No,45.0
78,16,22.0,Yes,63.0
61,18,30.0,Yes,24.0
81,18,22.0,Yes,36.0
79,13,19.0,No,61.0
92,15,25.0,No,54.0
67,17,28.0,Yes,43.0
84,18,27.0,Yes,64.0
68,17,24.0,No,55.0
93,17,25.0,Yes,40.0
82,13,25.0,No,34.0
64,8,13.0,Yes,59.0
84,18,24.0,Yes,37.0
67,12,18.0,No,47.0
75,14,20.0,Yes,60.0
74,17,23.0,Yes,47.0
60,15,23.0,Yes,45.0
81,17,24.0,No,28.0
62,20,30.0,No,55.0
97,17,28.0,Yes,27.0
73,13,18.0,Yes,59.0
95,11,15.0,Yes,28.0
77,17,27.0,Yes,37.0
100,15,25.0,No,57.0
77,11,16.0,No,59.0
62,19,30.0,No,46.0
69,17,29.0,Yes,41.0
98,15,23.0,Yes,47.0
60,20,28.0,No,25.0
86,18,29.0,Yes,56.0
86,12,18.0,Yes,39.0
70,19,28.0,No,42.0
64,16,26.0,Yes,46.0
66,20,30.0,No,48.0
78,18,27.0,Yes,49.0
88,16,19.0,Yes,57.0
74,16,24.0,Yes,58.0
94,11,17.0,Yes,45.0
96,13,25.0,Yes,52.0
71,16,24.0,No,54.0
89,11,16.0,No,28.0
79,16,25.0,Yes,41.0
96,13,19.0,Yes,36.0
62,14,20.0,No,45.0
68,17,22.0,No,58.0
100,13,18.0,Yes,53.0
98,16,20.0,No,53.0
85,15,23.0,No,41.0
61,12,18.0,No,41.0
82,18,28.0,Yes,39.0
82,18,25.0,No,36.0
80,18,24.0,No,51.0
75,20,30.0,No,40.0
68,14,21.0,No,32.0
72,9,15.0,Yes,48.0
87,13,20.0,No,46.0
86,18,28.0,No,48.0
76,15,23.0,No,59.0
97,11,15.0,Yes,45.0
95,10,16.0,Yes,39.0
60,19,29.0,Yes,39.0
77,17,22.0,No,35.0
68,14,22.0,No,37.0
72,20,29.0,No,32.0
99,20,29.0,Yes,46.0
74,18,29.0,No,38.0
63,17,25.0,No,46.0
92,17,25.0,Yes,41.0
83,18,27.0,No,44.0
95,20,30.0,No,63.0
100,12,18.0,Yes,56.0
69,14,24.0,Yes,30.0
95,15,21.0,Yes,39.0
79,17,22.0,Yes,26.0
100,20,30.0,Yes,41.0
70,16,22.0,No,48.0
71,17,23.0,Yes,56.0
77,17,25.0,No,55.0
89,15,23.0,No,48.0
96,14,21.0,Yes,36.0
79,15,22.0,Yes,53.0
84,13,19.0,No,45.0
71,13,19.0,No,47.0
80,16,24.0,No,65.0
84,14,17.0,Yes,36.0
70,20,30.0,No,66.0
68,15,20.0,Yes,63.0
84,19,27.0,No,46.0
94,11,13.0,No,47.0
91,11,17.0,No,38.0
73,15,21.0,Yes,47.0
60,18,27.0,Yes,46.0
76,14,20.0,No,38.0
84,15,20.0,No,38.0
67,18,22.0,No,43.0
64,14,20.0,Yes,45.0
64,13,17.0,Yes,28.0
100,17,27.0,Yes,56.0
94,11,21.0,Yes,40.0
78,14,25.0,Yes,42.0
82,15,22.0,No,47.0
68,17,24.0,No,42.0
89,17,22.0,No,56.0
75,18,26.0,Yes,42.0
92,14,19.0,No,39.0
61,18,26.0,Yes,51.0
73,17,22.0,Yes,53.0
60,17,27.0,No,70.0
85,13,21.0,No,26.0
84,17,24.0,Yes,46.0
75,15,24.0,Yes,52.0
74,15,23.0,No,36.0
85,15,24.0,Yes,59.0
75,20,30.0,Yes,38.0
73,12,19.0,Yes,46.0
88,19,27.0,No,56.0
83,19,30.0,Yes,34.0
74,17,27.0,Yes,44.0
78,13,21.0,Yes,53.0
67,20,27.0,Yes,47.0
93,14,18.0,Yes,52.0
61,17,29.0,Yes,53.0
86,15,21.0,Yes,40.0
69,14,22.0,No,61.0
94,17,28.0,No,37.0
82,20,30.0,No,59.0
67,16,25.0,Yes,49.0
87,20,29.0,No,39.0
82,14,20.0,No,36.0
63,15,23.0,Yes,48.0
73,11,17.0,No,43.0
88,13,18.0,Yes,50.0
60,14,16.0,Yes,43.0
63,14,20.0,Yes,46.0
91,12,18.0,No,50.0
92,13,19.0,Yes,44.0
85,14,24.0,No,42.0
76,19,30.0,Yes,49.0
98,11,16.0,Yes,41.0
82,9,15.0,No,52.0
91,10,10.0,Yes,50.0
74,12,20.0,No,52.0
72,17,25.0,Yes,52.0
61,14,21.0,Yes,43.0
78,14,21.0,Yes,25.0
83,14,23.0,Yes,43.0
83,9,13.0,Yes,47.0
70,18,29.0,Yes,44.0
81,19,29.0,Yes,38.0
74,14,21.0,Yes,57.0
69,15,22.0,No,37.0
100,15,21.0,No,38.0
86,12,18.0,No,41.0
68,14,20.0,Yes,42.0
87,20,30.0,No,39.0
60,15,20.0,No,45.0
76,16,24.0,Yes,46.0
90,13,23.0,No,35.0
69,14,20.0,Yes,34.0
96,17,26.0,No,52.0
88,12,13.0,No,45.0
77,20,27.0,No,55.0
97,10,15.0,No,51.0
98,13,19.0,No,42.0
65,11,17.0,Yes,49.0
99,19,30.0,No,52.0
71,15,21.0,Yes,37.0
73,14,21.0,No,30.0
69,16,23.0,Yes,35.0
79,19,30.0,No,51.0
74,16,22.0,No,62.0
90,18,26.0,No,45.0
66,14,19.0,No,58.0
100,12,20.0,No,54.0
69,16,24.0,Yes,38.0
69,13,20.0,No,44.0
98,17,25.0,No,51.0
87,14,23.0,Yes,33.0
89,15,22.0,No,53.0
96,8,16.0,No,56.0
62,15,25.0,No,53.0
74,14,18.0,No,44.0
80,18,28.0,No,50.0
96,18,30.0,Yes,55.0
71,15,22.0,No,30.0
63,10,16.0,Yes,21.0
68,14,18.0,No,50.0
98,18,25.0,No,39.0
87,14,20.0,Yes,47.0
82,12,15.0,No,47.0
99,18,27.0,No,57.0
81,10,16.0,Yes,47.0
83,15,21.0,No,50.0
85,17,23.0,No,50.0
89,15,19.0,Yes,53.0
92,11,19.0,Yes,39.0
75,12,15.0,No,48.0
81,13,20.0,No,22.0
77,17,28.0,No,39.0
66,16,22.0,Yes,55.0
85,14,19.0,Yes,32.0
67,16,24.0,No,33.0
65,13,20.0,No,52.0
89,17,25.0,No,39.0
98,16,23.0,Yes,58.0
82,14,21.0,Yes,46.0
91,15,22.0,Yes,60.0
81,14,20.0,No,62.0
68,18,30.0,No,58.0
90,16,26.0,No,40.0
66,14,23.0,Yes,34.0
68,12,17.0,No,58.0
72,17,22.0,Yes,45.0
62,17,30.0,No,47.0
94,13,18.0,Yes,56.0
92,14,22.0,No,34.0
80,15,24.0,No,51.0
90,12,17.0,Yes,40.0
93,15,24.0,No,53.0
91,10,15.0,Yes,49.0
94,11,16.0,No,54.0
74,13,18.0,No,41.0
91,13,18.0,No,38.0
65,16,20.0,Yes,45.0
80,16,30.0,No,39.0
92,19,30.0,Yes,39.0
91,15,23.0,No,38.0
78,16,27.0,No,51.0
92,12,21.0,Yes,65.0
87,12,19.0,No,53.0
90,15,22.0,No,52.0
80,15,25.0,Yes,52.0
93,16,26.0,Yes,36.0
74,19,30.0,No,52.0
73,12,17.0,Yes,27.0
78,20,30.0,Yes,49.0
74,11,17.0,No,52.0
65,16,23.0,Yes,53.0
68,11,17.0,Yes,52.0
96,17,28.0,No,33.0
79,11,20.0,Yes,39.0
93,7,11.0,Yes,57.0
97,15,22.0,No,49.0
85,15,24.0,No,48.0
77,18,25.0,Yes,40.0
87,15,22.0,No,34.0
68,13,22.0,Yes,38.0
91,13,23.0,Yes,31.0
65,20,30.0,Yes,51.0
87,17,21.0,No,38.0
83,16,26.0,No,65.0
72,17,27.0,Yes,43.0
71,16,25.0,No,37.0
78,14,18.0,Yes,67.0
80,10,14.0,Yes,41.0
86,15,26.0,No,65.0
78,15,20.0,No,42.0
83,15,24.0,Yes,54.0
85,17,24.0,No,68.0
87,14,22.0,Yes,46.0
77,13,19.0,No,42.0
95,18,29.0,No,52.0
88,14,21.0,Yes,35.0
76,14,23.0,No,58.0
63,13,24.0,No,39.0
88,17,27.0,Yes,30.0
63,14,22.0,Yes,44.0
69,20,30.0,Yes,41.0
84,15,24.0,Yes,20.0
90,11,15.0,Yes,45.0
62,14,19.0,Yes,34.0
61,17,27.0,No,41.0
84,13,18.0,Yes,34.0
65,15,21.0,Yes,52.0
85,18,27.0,Yes,45.0
67,18,24.0,No,30.0
94,13,18.0,Yes,59.0
86,14,20.0,Yes,48.0
84,15,27.0,No,40.0
77,19,30.0,No,37.0
60,12,17.0,Yes,44.0
98,16,22.0,No,32.0
62,15,18.0,No,58.0
63,12,15.0,Yes,56.0
100,19,25.0,Yes,42.0
96,18,25.0,Yes,41.0
74,20,30.0,No,36.0
67,19,28.0,Yes,48.0
97,15,21.0,No,48.0
78,17,25.0,Yes,52.0
85,16,21.0,No,48.0
98,12,19.0,Yes,36.0
69,11,18.0,No,38.0
97,16,25.0,Yes,46.0
73,15,25.0,Yes,38.0
100,14,18.0,Yes,59.0
78,15,23.0,No,45.0
89,20,28.0,No,31.0
64,8,10.0,Yes,44.0
90,17,23.0,No,43.0
66,18,30.0,Yes,59.0
78,18,29.0,No,45.0
90,11,20.0,Yes,51.0
98,14,22.0,No,44.0
83,14,19.0,No,55.0
93,16,25.0,No,58.0
82,12,23.0,No,36.0
99,16,25.0,No,39.0
65,12,18.0,Yes,43.0
97,14,22.0,No,54.0
100,19,30.0,No,39.0
95,18,27.0,No,23.0
86,15,22.0,No,53.0
70,11,15.0,Yes,37.0
64,16,25.0,No,42.0
76,16,21.0,No,41.0
66,9,13.0,Yes,24.0
86,16,24.0,Yes,33.0
74,12,16.0,No,54.0
72,11,16.0,Yes,45.0
70,12,20.0,No,55.0
85,9,16.0,No,61.0
81,14,21.0,Yes,29.0
87,12,17.0,No,42.0
83,18,26.0,Yes,44.0
88,14,22.0,Yes,60.0
68,13,18.0,No,34.0
63,10,14.0,No,48.0
77,14,22.0,Yes,58.0
75,19,30.0,No,54.0
92,20,30.0,Yes,50.0
88,14,21.0,Yes,38.0
98,15,22.0,Yes,56.0
69,17,26.0,Yes,29.0
68,12,13.0,No,50.0
90,16,27.0,No,28.0
87,20,30.0,No,63.0
62,17,30.0,No,34.0
73,17,28.0,No,40.0
84,19,27.0,No,62.0
74,18,26.0,Yes,49.0
61,14,19.0,No,38.0
83,11,15.0,Yes,46.0
73,15,19.0,Yes,48.0
66,12,16.0,Yes,49.0
95,14,19.0,No,43.0
83,12,20.0,Yes,42.0
86,14,18.0,No,52.0
96,11,21.0,Yes,42.0
97,13,19.0,No,34.0
89,16,27.0,No,42.0
86,17,24.0,No,45.0
98,16,26.0,No,48.0
74,14,18.0,No,47.0
85,15,20.0,Yes,32.0
60,20,30.0,No,50.0
63,13,19.0,No,43.0
88,20,30.0,Yes,39.0
60,11,14.0,No,54.0
81,10,13.0,No,38.0
70,15,19.0,No,63.0
69,15,21.0,No,62.0
76,12,19.0,No,55.0
95,14,21.0,Yes,38.0
85,16,24.0,No,51.0
80,12,14.0,Yes,48.0
72,18,27.0,No,38.0
68,18,26.0,Yes,56.0
70,19,27.0,Yes,45.0
70,12,16.0,Yes,20.0
65,13,21.0,No,60.0
60,14,17.0,No,60.0
65,14,19.0,Yes,44.0
72,14,21.0,No,51.0
81,17,24.0,No,48.0
90,17,26.0,Yes,40.0
81,12,18.0,No,70.0
96,12,17.0,Yes,39.0
86,11,13.0,No,46.0
73,12,20.0,Yes,34.0
64,18,27.0,No,54.0
95,15,20.0,No,52.0
91,18,23.0,Yes,54.0
93,10,16.0,Yes,33.0
66,16,23.0,No,48.0
69,16,22.0,Yes,49.0
76,19,30.0,Yes,32.0
89,14,17.0,Yes,49.0
80,14,21.0,Yes,39.0
72,20,30.0,Yes,42.0
60,14,22.0,No,51.0
60,16,21.0,Yes,47.0
92,16,27.0,Yes,38.0
97,10,18.0,Yes,34.0
84,15,25.0,Yes,43.0
85,11,15.0,No,47.0
72,15,22.0,Yes,45.0
87,14,24.0,No,44.0
92,13,20.0,No,43.0
96,17,24.0,Yes,59.0
100,15,22.0,Yes,47.0
89,12,15.0,No,47.0
67,12,20.0,No,43.0
60,18,27.0,No,41.0
71,15,26.0,Yes,64.0
64,11,13.0,No,51.0
83,14,19.0,Yes,53.0
65,15,22.0,No,37.0
84,11,21.0,No,55.0
60,13,20.0,Yes,35.0
84,18,25.0,Yes,48.0
60,20,30.0,No,46.0
91,16,23.0,Yes,58.0
62,11,18.0,Yes,40.0
78,14,23.0,No,51.0
88,15,26.0,Yes,49.0
61,17,22.0,Yes,37.0
68,17,22.0,No,50.0
76,19,28.0,No,44.0
95,15,24.0,Yes,45.0
76,15,25.0,Yes,41.0
71,9,14.0,Yes,46.0
